Test Time,Learning Time,Network,TimeStep,Num Layers,Num Neurons,Epoch,Batch Size,Learning Rate,Dropout Rate,Accuracy,MAPE,RMSE
20231101_105650,1.91,RNN,1,3,"[64, 128, 256, 512, 1]",500,512,0.0001,0,87.37,12.63,2.2
